frame,track_id,x1,y1,x2,y2,confidence,class,total_cars_in_frame,fecha,hora,id,sitio,timestamp,dia,dia_num,temperatura,humedad,viento,lluvia,lugar,trafico_muy_intenso,trafico_denso,trafico_moderado,trafico_ligero,sin_trafico
3,1,465,730,522,809,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,5,895,364,935,394,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,6,688,180,712,198,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,8,440,382,477,424,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,9,683,197,717,217,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,11,604,142,635,163,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,13,703,622,749,643,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,14,747,190,784,223,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,15,484,801,535,818,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,16,651,148,686,166,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,18,732,177,755,197,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,20,848,389,882,426,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,21,698,157,732,172,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,22,522,101,541,124,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,23,734,214,764,234,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
3,24,681,569,709,616,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,1,466,730,522,809,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,5,894,367,934,397,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,6,688,180,712,198,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,8,440,382,478,424,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,9,680,196,713,217,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,11,605,141,635,162,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,13,703,622,748,642,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,14,747,189,785,223,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,15,484,801,535,818,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,16,650,146,686,164,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,18,732,177,755,197,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,20,848,388,883,426,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,21,695,158,729,172,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,22,523,102,540,122,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,23,734,214,765,235,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
4,24,681,569,709,616,0.3032888770103454,car,16,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,1,465,729,522,809,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,5,893,369,933,400,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,6,687,180,712,198,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,8,440,383,477,423,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,9,676,195,709,215,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,11,609,138,634,155,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,13,703,622,748,642,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,14,749,191,783,221,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,15,483,801,535,818,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,16,650,144,685,162,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,18,732,177,755,197,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,20,846,387,882,426,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,21,691,158,724,172,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,22,522,100,536,115,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,23,734,214,767,235,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,24,679,569,707,616,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,26,563,94,590,125,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,28,634,151,661,168,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,32,596,125,616,145,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,33,436,532,475,562,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
5,35,701,186,735,211,0.3762430846691131,car,21,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
6,1,464,729,522,809,0.3762430846691131,car,15,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
6,6,687,179,712,198,0.3762430846691131,car,15,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
6,8,440,383,477,423,0.3762430846691131,car,15,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
6,11,610,137,633,153,0.3762430846691131,car,15,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
6,14,750,191,783,220,0.3762430846691131,car,15,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
6,15,483,801,535,818,0.3762430846691131,car,15,2025-10-24,15,angamos_2025-10-24_15-53,angamos,2025-10-24T15:53:03-05:00,friday,4,19,78,18,,angamos,1,0,0,0,0
